Time,og_F,corr_F
746.7,114.624,28.684059
746.8,114.716,28.764796
746.9,114.563,28.600533
747,114.685,28.71127
747.1,114.532,28.547007
747.2,114.746,28.749744
747.3,114.563,28.555481
747.4,114.716,28.697218
747.5,114.716,28.685955
747.6,114.685,28.643692
747.7,114.685,28.632429
747.8,114.685,28.621166
747.9,114.807,28.731903
748,114.655,28.56864
748.1,114.746,28.648377
748.2,114.716,28.607114
748.3,114.807,28.686851
748.4,114.838,28.706588
748.5,114.655,28.512325
748.6,114.685,28.531062
748.7,114.899,28.733799
748.8,114.868,28.691536
748.9,114.777,28.589273
749,114.868,28.66901
749.1,114.899,28.688747
749.2,115.021,28.799484
749.3,114.929,28.696221
749.4,114.899,28.654958
749.5,114.777,28.521695
749.6,114.96,28.693432
749.7,114.838,28.560169
749.8,114.99,28.700906
749.9,115.051,28.750643
750,115.204,28.89238
750.1,115.051,28.728117
750.2,114.868,28.533854
750.3,115.082,28.736591
750.4,115.204,28.847328
750.5,115.021,28.653065
750.6,115.295,28.915802
750.7,115.082,28.691539
750.8,115.326,28.924276
750.9,115.234,28.821013
751,115.265,28.84075
751.1,115.448,29.012487
751.2,115.234,28.787224
751.3,115.234,28.775961
751.4,115.417,28.947698
751.5,115.387,28.906435
751.6,115.204,28.712172
751.7,115.387,28.883909
751.8,115.265,28.750646
751.9,115.448,28.922383
752,115.265,28.72812
752.1,115.143,28.594857
752.2,115.326,28.766594
752.3,115.265,28.694331
752.4,115.509,28.927068
752.5,115.326,28.732805
752.6,115.448,28.843542
752.7,115.57,28.954279
752.8,115.417,28.790016
752.9,115.509,28.870753
753,115.448,28.79849
753.1,115.54,28.879227
753.2,115.54,28.867964
753.3,115.509,28.825701
753.4,115.57,28.875438
753.5,115.509,28.803175
753.6,115.692,28.974912
753.7,115.57,28.841649
753.8,115.631,28.891386
753.9,115.662,28.911123
754,115.753,28.99086
754.1,115.692,28.918597
754.2,115.631,28.846334
754.3,115.753,28.957071
754.4,115.57,28.762808
754.5,115.631,28.812545
754.6,115.875,29.045282
754.7,115.723,28.882019
754.8,115.692,28.839756
754.9,115.753,28.889493
755,115.753,28.87823
755.1,115.936,29.049967
755.2,115.845,28.947704
755.3,115.906,28.997441
755.4,115.906,28.986178
755.5,115.875,28.943915
755.6,116.058,29.115652
755.7,115.845,28.891389
755.8,115.967,29.002126
755.9,116.028,29.051863
756,115.692,28.7046
756.1,115.967,28.968337
756.2,115.845,28.835074
756.3,116.028,29.006811
756.4,115.875,28.842548
756.5,115.997,28.953285
756.6,116.15,29.095022
756.7,116.058,28.991759
756.8,115.906,28.828496
756.9,116.028,28.939233
757,115.997,28.89697
757.1,116.028,28.916707
757.2,116.028,28.905444
757.3,116.18,29.046181
757.4,116.119,28.973918
757.5,116.119,28.962655
757.6,116.089,28.921392
757.7,116.18,29.001129
757.8,116.18,28.989866
757.9,116.333,29.131603
758,116.302,29.08934
758.1,116.15,28.926077
758.2,116.15,28.914814
758.3,116.119,28.872551
758.4,116.547,29.289288
758.5,116.333,29.064025
758.6,116.394,29.113762
758.7,116.211,28.919499
758.8,116.302,28.999236
758.9,116.364,29.049973
759,116.302,28.97671
759.1,116.425,29.088447
759.2,116.364,29.016184
759.3,116.364,29.004921
759.4,116.364,28.993658
759.5,116.516,29.134395
759.6,116.516,29.123132
759.7,116.455,29.050869
759.8,116.516,29.100606
759.9,116.455,29.028343
760,116.547,29.10908
760.1,116.486,29.036817
760.2,116.516,29.055554
760.3,116.486,29.014291
760.4,116.547,29.064028
760.5,116.608,29.113765
760.6,116.577,29.071502
760.7,116.516,28.999239
760.8,116.577,29.048976
760.9,116.516,28.976713
761,116.821,29.27045
761.1,116.669,29.107187
761.2,116.669,29.095924
761.3,116.638,29.053661
761.4,116.76,29.164398
761.5,116.669,29.062135
761.6,116.669,29.050872
761.7,116.821,29.191609
761.8,116.791,29.150346
761.9,116.791,29.139083
762,116.76,29.09682
762.1,116.913,29.238557
762.2,116.913,29.227294
762.3,116.882,29.185031
762.4,116.913,29.204768
762.5,116.882,29.162505
762.6,117.004,29.273242
762.7,116.821,29.078979
762.8,116.882,29.128716
762.9,116.974,29.209453
763,116.913,29.13719
763.1,117.218,29.430927
763.2,116.943,29.144664
763.3,117.126,29.316401
763.4,116.974,29.153138
763.5,117.126,29.293875
763.6,117.035,29.191612
763.7,117.065,29.210349
763.8,117.096,29.230086
763.9,117.157,29.279823
764,117.218,29.32956
764.1,117.065,29.165297
764.2,117.096,29.185034
764.3,117.035,29.112771
764.4,117.157,29.223508
764.5,117.035,29.090245
764.6,117.188,29.231982
764.7,117.279,29.311719
764.8,117.218,29.239456
764.9,117.34,29.350193
765,117.279,29.27793
765.1,117.188,29.175667
765.2,117.279,29.255404
765.3,117.279,29.244141
765.4,117.371,29.324878
765.5,117.371,29.313615
765.6,117.249,29.180352
765.7,117.035,28.955089
765.8,117.34,29.248826
765.9,117.279,29.176563
766,117.371,29.2573
766.1,117.249,29.124037
766.2,117.34,29.203774
766.3,117.493,29.345511
766.4,117.462,29.303248
766.5,117.371,29.200985
766.6,117.401,29.219722
766.7,117.462,29.269459
766.8,117.584,29.380196
766.9,117.493,29.277933
767,117.615,29.38867
767.1,117.554,29.316407
767.2,117.584,29.335144
767.3,117.645,29.384881
767.4,117.523,29.251618
767.5,117.554,29.271355
767.6,117.767,29.473092
767.7,117.554,29.248829
767.8,117.584,29.267566
767.9,117.676,29.348303
768,117.889,29.55004
768.1,117.615,29.264777
768.2,117.737,29.375514
768.3,117.676,29.303251
768.4,117.828,29.443988
768.5,117.767,29.371725
768.6,117.859,29.452462
768.7,117.828,29.410199
768.8,117.859,29.429936
768.9,117.798,29.357673
769,118.042,29.59041
769.1,117.798,29.335147
769.2,118.164,29.689884
769.3,117.798,29.312621
769.4,117.92,29.423358
769.5,117.95,29.442095
769.6,117.981,29.461832
769.7,117.798,29.267569
769.8,117.798,29.256306
769.9,117.889,29.336043
770,118.011,29.44678
770.1,118.042,29.466517
770.2,117.981,29.394254
770.3,118.073,29.474991
770.4,117.95,29.340728
770.5,118.134,29.513465
770.6,117.95,29.318202
770.7,117.981,29.337939
770.8,118.073,29.418676
770.9,118.042,29.376413
771,117.981,29.30415
771.1,118.134,29.445887
771.2,118.164,29.464624
771.3,118.195,29.484361
771.4,118.134,29.412098
771.5,118.164,29.430835
771.6,118.225,29.480572
771.7,118.286,29.530309
771.8,118.256,29.489046
771.9,118.195,29.416783
772,118.286,29.49652
772.1,118.317,29.516257
772.2,118.225,29.412994
772.3,118.347,29.523731
772.4,118.134,29.299468
772.5,118.5,29.654205
772.6,118.164,29.306942
772.7,118.317,29.448679
772.8,118.378,29.498416
772.9,118.317,29.426153
773,118.408,29.50589
773.1,118.317,29.403627
773.2,118.408,29.483364
773.3,118.378,29.442101
773.4,118.5,29.552838
773.5,118.53,29.571575
773.6,118.469,29.499312
773.7,118.5,29.519049
773.8,118.622,29.629786
773.9,118.469,29.465523
774,118.53,29.51526
774.1,118.378,29.351997
774.2,118.683,29.645734
774.3,118.469,29.420471
774.4,118.622,29.562208
774.5,118.378,29.306945
774.6,118.652,29.569682
774.7,118.53,29.436419
774.8,118.683,29.578156
774.9,118.713,29.596893
775,118.744,29.61663
775.1,118.652,29.513367
775.2,118.622,29.472104
775.3,118.774,29.612841
775.4,118.713,29.540578
775.5,118.866,29.682315
775.6,118.805,29.610052
775.7,118.744,29.537789
775.8,118.805,29.587526
775.9,118.805,29.576263
776,118.622,29.382
776.1,118.744,29.492737
776.2,119.141,29.878474
776.3,118.896,29.622211
776.4,118.835,29.549948
776.5,118.866,29.569685
776.6,118.896,29.588422
776.7,118.896,29.577159
776.8,118.866,29.535896
776.9,118.988,29.646633
777,119.049,29.69637
777.1,118.927,29.563107
777.2,118.927,29.551844
777.3,118.988,29.601581
777.4,118.927,29.529318
777.5,118.988,29.579055
777.6,119.08,29.659792
777.7,119.11,29.678529
777.8,118.683,29.240266
777.9,119.11,29.656003
778,119.141,29.67574
778.1,119.202,29.725477
778.2,119.019,29.531214
778.3,119.11,29.610951
778.4,119.232,29.721688
778.5,119.171,29.649425
778.6,119.049,29.516162
778.7,119.293,29.748899
778.8,119.232,29.676636
778.9,119.232,29.665373
779,119.232,29.65411
779.1,119.293,29.703847
779.2,119.263,29.662584
779.3,119.354,29.742321
779.4,119.293,29.670058
779.5,119.263,29.628795
779.6,119.141,29.495532
779.7,119.476,29.819269
779.8,119.568,29.900006
779.9,119.324,29.644743
780,119.263,29.57248
780.1,119.537,29.835217
780.2,119.385,29.671954
780.3,119.385,29.660691
780.4,119.415,29.679428
780.5,119.507,29.760165
780.6,119.476,29.717902
780.7,119.202,29.432639
780.8,119.537,29.756376
780.9,119.446,29.654113
781,119.507,29.70385
781.1,119.476,29.661587
781.2,119.69,29.864324
781.3,119.69,29.853061
781.4,119.537,29.688798
781.5,119.598,29.738535
781.6,119.629,29.758272
781.7,119.69,29.808009
781.8,119.476,29.582746
781.9,119.69,29.785483
782,119.69,29.77422
782.1,119.659,29.731957
782.2,119.72,29.781694
782.3,119.781,29.831431
782.4,119.934,29.973168
782.5,119.72,29.747905
782.6,119.69,29.706642
782.7,119.812,29.817379
782.8,119.965,29.959116
782.9,119.812,29.794853
783,119.934,29.90559
783.1,119.751,29.711327
783.2,119.781,29.730064
783.3,119.812,29.749801
783.4,119.873,29.799538
783.5,119.965,29.880275
783.6,119.995,29.899012
783.7,119.873,29.765749
783.8,120.117,29.998486
783.9,120.056,29.926223
784,119.904,29.76296
784.1,120.056,29.903697
784.2,120.056,29.892434
784.3,120.026,29.851171
784.4,120.056,29.869908
784.5,120.026,29.828645
784.6,120.087,29.878382
784.7,119.995,29.775119
784.8,120.178,29.946856
784.9,120.087,29.844593
785,120.178,29.92433
785.1,120.117,29.852067
785.2,120.209,29.932804
785.3,120.239,29.951541
785.4,120.27,29.971278
785.5,120.209,29.899015
785.6,120.239,29.917752
785.7,120.3,29.967489
785.8,120.422,30.078226
785.9,120.453,30.097963
786,120.392,30.0257
786.1,120.392,30.014437
786.2,120.361,29.972174
786.3,120.331,29.930911
786.4,120.514,30.102648
786.5,120.422,29.999385
786.6,120.178,29.744122
786.7,120.575,30.129859
786.8,120.361,29.904596
786.9,120.422,29.954333
787,120.392,29.91307
787.1,120.483,29.992807
787.2,120.483,29.981544
787.3,120.575,30.062281
787.4,120.392,29.868018
787.5,120.605,30.069755
787.6,120.544,29.997492
787.7,120.605,30.047229
787.8,120.514,29.944966
787.9,120.636,30.055703
788,120.544,29.95244
788.1,120.697,30.094177
788.2,120.575,29.960914
788.3,120.514,29.888651
788.4,120.728,30.091388
788.5,120.697,30.049125
788.6,120.728,30.068862
788.7,120.85,30.179599
788.8,120.758,30.076336
788.9,120.728,30.035073
789,120.697,29.99281
789.1,120.728,30.012547
789.2,120.911,30.184284
789.3,120.667,29.929021
789.4,120.88,30.130758
789.5,121.399,30.638495
789.6,120.911,30.139232
789.7,120.911,30.127969
789.8,120.88,30.085706
789.9,120.88,30.074443
790,120.789,29.97218
790.1,120.667,29.838917
790.2,120.88,30.040654
790.3,121.063,30.212391
790.4,121.002,30.140128
790.5,121.002,30.128865
790.6,120.972,30.087602
790.7,121.063,30.167339
790.8,121.063,30.156076
790.9,121.033,30.114813
791,120.972,30.04255
791.1,121.216,30.275287
791.2,121.124,30.172024
791.3,121.094,30.130761
791.4,121.155,30.180498
791.5,121.338,30.352235
791.6,121.277,30.279972
791.7,121.155,30.146709
791.8,121.216,30.196446
791.9,121.246,30.215183
792,121.155,30.11292
792.1,121.216,30.162657
792.2,121.307,30.242394
792.3,120.972,29.896131
792.4,121.307,30.219868
792.5,121.307,30.208605
792.6,121.368,30.258342
792.7,121.246,30.125079
792.8,121.246,30.113816
792.9,121.429,30.285553
793,121.399,30.24429
793.1,121.338,30.172027
793.2,121.277,30.099764
793.3,121.49,30.301501
793.4,121.429,30.229238
793.5,121.368,30.156975
793.6,121.552,30.329712
793.7,121.307,30.073449
793.8,121.49,30.245186
793.9,121.552,30.295923
794,121.521,30.25366
794.1,121.552,30.273397
794.2,121.613,30.323134
794.3,121.582,30.280871
794.4,121.552,30.239608
794.5,121.552,30.228345
794.6,121.582,30.247082
794.7,121.49,30.143819
794.8,121.552,30.194556
794.9,121.643,30.274293
795,121.674,30.29403
795.1,121.613,30.221767
795.2,121.674,30.271504
795.3,121.704,30.290241
795.4,121.674,30.248978
795.5,121.643,30.206715
795.6,121.704,30.256452
795.7,121.735,30.276189
795.8,121.674,30.203926
795.9,121.735,30.253663
796,121.796,30.3034
796.1,121.796,30.292137
796.2,121.765,30.249874
796.3,121.674,30.147611
796.4,121.857,30.319348
796.5,121.887,30.338085
796.6,122.009,30.448822
796.7,121.979,30.407559
796.8,122.162,30.579296
796.9,121.979,30.385033
797,122.009,30.40377
797.1,122.07,30.453507
797.2,121.918,30.290244
797.3,121.948,30.308981
797.4,122.162,30.511718
797.5,122.131,30.469455
797.6,121.948,30.275192
797.7,121.948,30.263929
797.8,122.101,30.405666
797.9,122.162,30.455403
798,122.192,30.47414
798.1,122.223,30.493877
798.2,122.223,30.482614
798.3,122.101,30.349351
798.4,122.131,30.368088
798.5,122.314,30.539825
798.6,122.375,30.589562
798.7,122.192,30.395299
798.8,122.223,30.415036
798.9,122.223,30.403773
799,122.284,30.45351
799.1,122.192,30.350247
799.2,122.375,30.521984
799.3,122.253,30.388721
799.4,122.345,30.469458
799.5,122.223,30.336195
799.6,122.498,30.599932
799.7,122.467,30.557669
799.8,122.314,30.393406
799.9,122.345,30.413143
800,122.437,30.49388
800.1,122.467,30.512617
800.2,122.345,30.379354
800.3,122.528,30.551091
800.4,122.528,30.539828
800.5,122.131,30.131565
800.6,122.498,30.487302
800.7,122.498,30.476039
800.8,122.589,30.555776
800.9,122.589,30.544513
801,122.62,30.56425
801.1,122.65,30.582987
801.2,122.62,30.541724
801.3,122.559,30.469461
801.4,122.528,30.427198
801.5,122.589,30.476935
801.6,122.528,30.404672
801.7,122.681,30.546409
801.8,122.65,30.504146
801.9,122.65,30.492883
802,122.62,30.45162
802.1,122.772,30.592357
802.2,122.711,30.520094
802.3,122.925,30.722831
802.4,122.833,30.619568
802.5,122.681,30.456305
802.6,122.925,30.689042
802.7,122.864,30.616779
802.8,122.711,30.452516
802.9,122.803,30.533253
803,122.925,30.64399
803.1,123.016,30.723727
803.2,122.833,30.529464
803.3,122.894,30.579201
803.4,122.925,30.598938
803.5,122.986,30.648675
803.6,123.016,30.667412
803.7,123.016,30.656149
803.8,122.955,30.583886
803.9,122.833,30.450623
804,123.016,30.62236
804.1,122.894,30.489097
804.2,123.199,30.782834
804.3,123.077,30.649571
804.4,122.955,30.516308
804.5,0,-92.449955
804.6,0,-92.461218
804.7,0,-92.472481
804.8,0,-92.483744
804.9,0,-92.495007
805,0,-92.50627
805.1,0,-92.517533
805.2,0,-92.528796
805.3,0,-92.540059
805.4,0,-92.551322
805.5,0,-92.562585
805.6,0,-92.573848
805.7,0,-92.585111
805.8,0,-92.596374
805.9,0,-92.607637
806,0,-92.6189
806.1,0,-92.630163
806.2,0,-92.641426
806.3,0,-92.652689
806.4,0,-92.663952
806.5,0,-92.675215
806.6,0,-92.686478
806.7,0,-92.697741
806.8,0,-92.709004
806.9,0,-92.720267
807,0,-92.73153
807.1,0,-92.742793
807.2,0,-92.754056
807.3,0,-92.765319
807.4,0,-92.776582
807.5,0,-92.787845
807.6,0,-92.799108
807.7,0,-92.810371
807.8,0,-92.821634
807.9,0,-92.832897
808,0,-92.84416
808.1,0,-92.855423
808.2,0,-92.866686
808.3,0,-92.877949
808.4,0,-92.889212
808.5,0,-92.900475
808.6,0,-92.911738
808.7,0,-92.923001
808.8,0,-92.934264
808.9,0,-92.945527
809,0,-92.95679
809.1,0,-92.968053
809.2,0,-92.979316
809.3,0,-92.990579
809.4,0,-93.001842
809.5,0,-93.013105
809.6,0,-93.024368
809.7,0,-93.035631
809.8,0,-93.046894
809.9,0,-93.058157
810,0,-93.06942
810.1,0,-93.080683
810.2,0,-93.091946
810.3,0,-93.103209
810.4,0,-93.114472
810.5,0,-93.125735
810.6,0,-93.136998
810.7,0,-93.148261
810.8,0,-93.159524
810.9,0,-93.170787
811,0,-93.18205
811.1,0,-93.193313
811.2,0,-93.204576
811.3,0,-93.215839
811.4,0,-93.227102
811.5,0,-93.238365
811.6,0,-93.249628
811.7,0,-93.260891
811.8,0,-93.272154
811.9,0,-93.283417
812,0,-93.29468
812.1,0,-93.305943
812.2,0,-93.317206
812.3,0,-93.328469
812.4,0,-93.339732
812.5,0,-93.350995
812.6,0,-93.362258
812.7,0,-93.373521
812.8,0,-93.384784
812.9,0,-93.396047
813,0,-93.40731
813.1,0,-93.418573
813.2,0,-93.429836
813.3,0,-93.441099
813.4,0,-93.452362
813.5,0,-93.463625
813.6,0,-93.474888
813.7,0,-93.486151
813.8,0,-93.497414
813.9,0,-93.508677
814,0,-93.51994
814.1,0,-93.531203
814.2,0,-93.542466
814.3,0,-93.553729
814.4,0,-93.564992
814.5,0,-93.576255
814.6,0,-93.587518
814.7,0,-93.598781
814.8,0,-93.610044
814.9,0,-93.621307
815,0,-93.63257
815.1,0,-93.643833
815.2,0,-93.655096
815.3,0,-93.666359
815.4,0,-93.677622
815.5,0,-93.688885
815.6,0,-93.700148
815.7,0,-93.711411
815.8,0,-93.722674
815.9,0,-93.733937
816,0,-93.7452
816.1,0,-93.756463
816.2,0,-93.767726
816.3,0,-93.778989
816.4,0,-93.790252
816.5,0,-93.801515
816.6,0,-93.812778
816.7,0,-93.824041
816.8,0,-93.835304
816.9,0,-93.846567
817,0,-93.85783
817.1,0,-93.869093
817.2,0,-93.880356
817.3,0,-93.891619
817.4,0,-93.902882
817.5,0,-93.914145
817.6,0,-93.925408
817.7,0,-93.936671
817.8,0,-93.947934
817.9,0,-93.959197
818,0,-93.97046
818.1,0,-93.981723
818.2,0,-93.992986
818.3,0,-94.004249
818.4,0,-94.015512
818.5,0,-94.026775
818.6,0,-94.038038
818.7,0,-94.049301
818.8,0,-94.060564
818.9,0,-94.071827
819,0,-94.08309
819.1,0,-94.094353
819.2,0,-94.105616
819.3,0,-94.116879
819.4,0,-94.128142
819.5,0,-94.139405
819.6,0,-94.150668
819.7,0,-94.161931
819.8,0,-94.173194
819.9,0,-94.184457
820,0,-94.19572
820.1,0,-94.206983
820.2,0,-94.218246
820.3,0,-94.229509
820.4,0,-94.240772
820.5,0,-94.252035
820.6,0,-94.263298
820.7,0,-94.274561
820.8,0,-94.285824
820.9,0,-94.297087
821,0,-94.30835
821.1,0,-94.319613
821.2,0,-94.330876
821.3,0,-94.342139
821.4,0,-94.353402
821.5,0,-94.364665
821.6,0,-94.375928
821.7,0,-94.387191
821.8,0,-94.398454
821.9,0,-94.409717
822,0,-94.42098
822.1,0,-94.432243
822.2,0,-94.443506
822.3,0,-94.454769
822.4,0,-94.466032
822.5,0,-94.477295
822.6,0,-94.488558
822.7,0,-94.499821
822.8,0,-94.511084
822.9,0,-94.522347
823,0,-94.53361
823.1,0,-94.544873
823.2,0,-94.556136
823.3,0,-94.567399
823.4,0,-94.578662
823.5,0,-94.589925
823.6,0,-94.601188
823.7,0,-94.612451
823.8,0,-94.623714
823.9,0,-94.634977
824,0,-94.64624
824.1,0,-94.657503
824.2,0,-94.668766
824.3,0,-94.680029
824.4,0,-94.691292
824.5,0,-94.702555
824.6,0,-94.713818
824.7,0,-94.725081
824.8,0,-94.736344
824.9,0,-94.747607
825,0,-94.75887
825.1,0,-94.770133
825.2,0,-94.781396
825.3,0,-94.792659
825.4,0,-94.803922
825.5,0,-94.815185
825.6,0,-94.826448
825.7,0,-94.837711
825.8,0,-94.848974
825.9,0,-94.860237
826,0,-94.8715
826.1,0,-94.882763
826.2,0,-94.894026
826.3,0,-94.905289
826.4,0,-94.916552
826.5,0,-94.927815
826.6,0,-94.939078
826.7,0,-94.950341
826.8,0,-94.961604
826.9,0,-94.972867
827,0,-94.98413
827.1,0,-94.995393
827.2,0,-95.006656
827.3,0,-95.017919
827.4,0,-95.029182
827.5,0,-95.040445
827.6,0,-95.051708
827.7,0,-95.062971
827.8,0,-95.074234
827.9,0,-95.085497
828,0,-95.09676
828.1,0,-95.108023
828.2,0,-95.119286
828.3,0,-95.130549
828.4,0,-95.141812
828.5,0,-95.153075
828.6,0,-95.164338
828.7,0,-95.175601
828.8,0,-95.186864
828.9,0,-95.198127
829,0,-95.20939
829.1,0,-95.220653
829.2,0,-95.231916
829.3,0,-95.243179
829.4,0,-95.254442
829.5,0,-95.265705
829.6,0,-95.276968
829.7,0,-95.288231
829.8,0,-95.299494
829.9,0,-95.310757
830,0,-95.32202
830.1,0,-95.333283
830.2,0,-95.344546
830.3,0,-95.355809
830.4,0,-95.367072
830.5,0,-95.378335
830.6,0,-95.389598
830.7,0,-95.400861
830.8,0,-95.412124
830.9,0,-95.423387
831,0,-95.43465
831.1,0,-95.445913
831.2,0,-95.457176
831.3,0,-95.468439
831.4,0,-95.479702
831.5,0,-95.490965
831.6,0,-95.502228
831.7,0,-95.513491
831.8,0,-95.524754
831.9,0,-95.536017
832,0,-95.54728
832.1,0,-95.558543
832.2,0,-95.569806
832.3,0,-95.581069
832.4,0,-95.592332
832.5,0,-95.603595
832.6,0,-95.614858
832.7,0,-95.626121
832.8,0,-95.637384
832.9,0,-95.648647
833,0,-95.65991
833.1,0,-95.671173
833.2,0,-95.682436
833.3,0,-95.693699
833.4,0,-95.704962
833.5,0,-95.716225
833.6,0,-95.727488
833.7,0,-95.738751
833.8,0,-95.750014
833.9,0,-95.761277
834,0,-95.77254
834.1,0,-95.783803
834.2,0,-95.795066
834.3,0,-95.806329
834.4,0,-95.817592
834.5,0,-95.828855
834.6,0,-95.840118
834.7,0,-95.851381
834.8,0,-95.862644
834.9,0,-95.873907
835,0,-95.88517
835.1,0,-95.896433
835.2,0,-95.907696
835.3,0,-95.918959
835.4,0,-95.930222
835.5,0,-95.941485
835.6,0,-95.952748
835.7,0,-95.964011
835.8,0,-95.975274
835.9,0,-95.986537
836,0,-95.9978
836.1,0,-96.009063
836.2,0,-96.020326
836.3,0,-96.031589
836.4,0,-96.042852
836.5,0,-96.054115
836.6,0,-96.065378
836.7,0,-96.076641
836.8,0,-96.087904
836.9,0,-96.099167
837,0,-96.11043
837.1,0,-96.121693
837.2,0,-96.132956
837.3,0,-96.144219
837.4,0,-96.155482
837.5,0,-96.166745
837.6,0,-96.178008
837.7,0,-96.189271
837.8,0,-96.200534
837.9,0,-96.211797
838,0,-96.22306
838.1,0,-96.234323
838.2,0,-96.245586
838.3,0,-96.256849
838.4,0,-96.268112
838.5,0,-96.279375
838.6,0,-96.290638
838.7,0,-96.301901
838.8,0,-96.313164
838.9,0,-96.324427
839,0,-96.33569
839.1,0,-96.346953
839.2,0,-96.358216
839.3,0,-96.369479
839.4,0,-96.380742
839.5,0,-96.392005
839.6,0,-96.403268
839.7,0,-96.414531
839.8,0,-96.425794
839.9,0,-96.437057
840,0,-96.44832
840.1,0,-96.459583
840.2,0,-96.470846
840.3,0,-96.482109
840.4,0,-96.493372
840.5,0,-96.504635
840.6,0,-96.515898
840.7,0,-96.527161
840.8,0,-96.538424
840.9,0,-96.549687
841,0,-96.56095
841.1,0,-96.572213
841.2,0,-96.583476
841.3,0,-96.594739
841.4,0,-96.606002
841.5,0,-96.617265
841.6,0,-96.628528
841.7,0,-96.639791
841.8,0,-96.651054
841.9,0,-96.662317
842,0,-96.67358
842.1,0,-96.684843
842.2,0,-96.696106
842.3,0,-96.707369
842.4,0,-96.718632
842.5,0,-96.729895
842.6,0,-96.741158
842.7,0,-96.752421
842.8,0,-96.763684
842.9,0,-96.774947
843,0,-96.78621
843.1,0,-96.797473
843.2,0,-96.808736
843.3,0,-96.819999
843.4,0,-96.831262
843.5,0,-96.842525
843.6,0,-96.853788
843.7,0,-96.865051
843.8,0,-96.876314
843.9,0,-96.887577
844,0,-96.89884
844.1,0,-96.910103
844.2,0,-96.921366
844.3,0,-96.932629
844.4,0,-96.943892
844.5,0,-96.955155
844.6,0,-96.966418
844.7,0,-96.977681
844.8,0,-96.988944
844.9,0,-97.000207
845,0,-97.01147
845.1,0,-97.022733
845.2,0,-97.033996
845.3,0,-97.045259
845.4,0,-97.056522
845.5,0,-97.067785
845.6,0,-97.079048
845.7,0,-97.090311
845.8,0,-97.101574
845.9,0,-97.112837
846,0,-97.1241
846.1,0,-97.135363
846.2,0,-97.146626
846.3,0,-97.157889
846.4,0,-97.169152
846.5,0,-97.180415
846.6,0,-97.191678
846.7,0,-97.202941
846.8,0,-97.214204
846.9,0,-97.225467
847,0,-97.23673
847.1,0,-97.247993
847.2,0,-97.259256
847.3,0,-97.270519
847.4,0,-97.281782
847.5,0,-97.293045
847.6,0,-97.304308
847.7,0,-97.315571
847.8,0,-97.326834
847.9,0,-97.338097
848,0,-97.34936
848.1,0,-97.360623
848.2,0,-97.371886
848.3,0,-97.383149
848.4,0,-97.394412
848.5,0,-97.405675
848.6,0,-97.416938
848.7,0,-97.428201
848.8,0,-97.439464
848.9,0,-97.450727
849,0,-97.46199
849.1,0,-97.473253
849.2,0,-97.484516
849.3,0,-97.495779
849.4,0,-97.507042
849.5,0,-97.518305
849.6,0,-97.529568
849.7,0,-97.540831
849.8,0,-97.552094
849.9,0,-97.563357
850,0,-97.57462
850.1,0,-97.585883
850.2,0,-97.597146
850.3,0,-97.608409
850.4,0,-97.619672
850.5,0,-97.630935
850.6,0,-97.642198
850.7,0,-97.653461
850.8,0,-97.664724
850.9,0,-97.675987
851,0,-97.68725
851.1,0,-97.698513
851.2,0,-97.709776
851.3,0,-97.721039
851.4,0,-97.732302
851.5,0,-97.743565
851.6,0,-97.754828
851.7,0,-97.766091
851.8,0,-97.777354
851.9,0,-97.788617
852,0,-97.79988
852.1,0,-97.811143
852.2,0,-97.822406
852.3,0,-97.833669
852.4,0,-97.844932
852.5,0,-97.856195
852.6,0,-97.867458
852.7,0,-97.878721
852.8,0,-97.889984
852.9,0,-97.901247
853,0,-97.91251
853.1,0,-97.923773
853.2,0,-97.935036
853.3,0,-97.946299
853.4,0,-97.957562
853.5,0,-97.968825
853.6,0,-97.980088
853.7,0,-97.991351
853.8,0,-98.002614
853.9,0,-98.013877
854,0,-98.02514
854.1,0,-98.036403
854.2,0,-98.047666
854.3,0,-98.058929
854.4,0,-98.070192
854.5,0,-98.081455
854.6,0,-98.092718
854.7,0,-98.103981
854.8,0,-98.115244
854.9,0,-98.126507
855,0,-98.13777
855.1,0,-98.149033
855.2,0,-98.160296
855.3,0,-98.171559
855.4,0,-98.182822
855.5,0,-98.194085
855.6,0,-98.205348
855.7,0,-98.216611
855.8,0,-98.227874
855.9,0,-98.239137
856,0,-98.2504
856.1,0,-98.261663
856.2,0,-98.272926
856.3,0,-98.284189
856.4,0,-98.295452
856.5,0,-98.306715
856.6,0,-98.317978
856.7,0,-98.329241
856.8,0,-98.340504
856.9,0,-98.351767
857,0,-98.36303
857.1,0,-98.374293
857.2,0,-98.385556
857.3,0,-98.396819
857.4,0,-98.408082
857.5,0,-98.419345
857.6,0,-98.430608
857.7,0,-98.441871
857.8,0,-98.453134
857.9,0,-98.464397
858,0,-98.47566
858.1,0,-98.486923
858.2,0,-98.498186
858.3,0,-98.509449
858.4,0,-98.520712
858.5,0,-98.531975
858.6,0,-98.543238
858.7,0,-98.554501
858.8,0,-98.565764
858.9,0,-98.577027
859,0,-98.58829
859.1,0,-98.599553
859.2,0,-98.610816
859.3,0,-98.622079
859.4,0,-98.633342
859.5,0,-98.644605
859.6,0,-98.655868
859.7,0,-98.667131
859.8,0,-98.678394
859.9,0,-98.689657
860,0,-98.70092
860.1,0,-98.712183
860.2,0,-98.723446
